Well Name,Oil (BBLS),Gas (MCF),Water (BBLS),TP,CP,Date
Cl Moore 6,85.0,17374.0,786.0,0.0,0.0,2019-06-01
JM Moore #192,329.0,0.0,4406.0,1500.0,1500.0,2019-06-01
JM Moore #192,454.0,0.0,5385.0,1550.0,1550.0,2019-07-01
Cl Moore 8,35.0,2900.0,817.0,0.0,0.0,2019-07-01
Dyer #10,13.0,826.0,450.0,5750.0,0.0,2019-07-01
Lottie #1,287.0,0.0,4672.0,1550.0,0.0,2019-07-01
Cl Moore 6,51.0,13987.0,730.0,0.0,0.0,2019-07-01
Mueller #1,21.0,2947.0,242.0,5290.0,0.0,2019-07-01
Pratka #1,163.0,5092.0,95.0,31000.0,0.0,2019-07-01
Gulf Coast Total,3567.0,49591.0,61775.0,49325.0,1550.0,2019-07-01
CL Moore 12,816.0,16887.0,21893.0,1325.0,0.0,2019-07-01
JM Moore,1718.0,3685.0,27312.0,120.0,0.0,2019-07-01
Dyer 'D' #5,9.0,3267.0,179.0,2740.0,0.0,2019-07-01
Pratka #1,169.0,4905.0,79.0,31000.0,0.0,2019-08-01
Mueller #1,13.0,1956.0,246.0,12880.0,0.0,2019-08-01
Dyer 'D' #5,2.0,2004.0,110.0,7640.0,0.0,2019-08-01
Gulf Coast Total,3225.0,28578.0,53581.0,70005.0,1550.0,2019-08-01
CL Moore 12,840.0,8413.0,24171.0,775.0,0.0,2019-08-01
Lottie #1,67.0,0.0,1216.0,1550.0,0.0,2019-08-01
JM Moore,1652.0,2375.0,23197.0,170.0,0.0,2019-08-01
Cl Moore 6,6.0,8413.0,203.0,0.0,0.0,2019-08-01
Dyer #10,5.0,512.0,251.0,14440.0,0.0,2019-08-01
JM Moore #192,471.0,0.0,4108.0,1550.0,1550.0,2019-08-01
Cl Moore 8,0.0,0.0,0.0,0.0,0.0,2019-08-01
Dyer 'D' #5,16.0,3887.0,205.0,2916.0,0.0,2019-09-01
Pratka #1,158.0,4587.0,83.0,30000.0,0.0,2019-09-01
Lottie #1,111.0,0.0,2765.0,1500.0,0.0,2019-09-01
JM Moore,1289.0,2444.0,21155.0,166.0,0.0,2019-09-01
Gulf Coast Total,2896.0,41062.0,52501.0,49302.0,1500.0,2019-09-01
Cl Moore 6,14.0,12965.0,183.0,0.0,0.0,2019-09-01
Dyer #10,23.0,1020.0,532.0,5870.0,0.0,2019-09-01
JM Moore #192,428.0,0.0,3507.0,1500.0,1500.0,2019-09-01
CL Moore 12,837.0,12965.0,23801.0,750.0,0.0,2019-09-01
Cl Moore 8,5.0,0.0,0.0,0.0,0.0,2019-09-01
Mueller #1,15.0,3194.0,270.0,6600.0,0.0,2019-09-01
Cl Moore 8,0.0,0.0,0.0,0.0,0.0,2019-10-01
Dyer 'D' #5,14.0,3415.0,202.0,155.0,0.0,2019-10-01
CL Moore 12,583.0,13809.0,17197.0,775.0,0.0,2019-10-01
Pratka #1,135.0,4189.0,88.0,33825.0,0.0,2019-10-01
Lottie #1,278.0,0.0,4498.0,1550.0,0.0,2019-10-01
JM Moore,1526.0,3450.0,27977.0,124.0,0.0,2019-10-01
Mueller #1,16.0,3537.0,364.0,1550.0,0.0,2019-10-01
Gulf Coast Total,2999.0,43049.0,55176.0,41079.0,1550.0,2019-10-01
Dyer #10,6.0,840.0,449.0,1550.0,0.0,2019-10-01
Cl Moore 6,0.0,13809.0,161.0,0.0,0.0,2019-10-01
JM Moore #192,441.0,0.0,4240.0,1550.0,1550.0,2019-10-01
Dyer #10,4.0,805.0,444.0,1500.0,0.0,2019-11-01
Dyer 'D' #5,6.0,3329.0,180.0,150.0,0.0,2019-11-01
Lottie #1,284.0,0.0,4308.0,1500.0,0.0,2019-11-01
Pratka #1,156.0,4404.0,86.0,30600.0,0.0,2019-11-01
JM Moore #192,399.0,0.0,3678.0,1500.0,1500.0,2019-11-01
CL Moore 12,598.0,9825.0,16637.0,750.0,0.0,2019-11-01
Cl Moore 8,0.0,0.0,0.0,0.0,0.0,2019-11-01
JM Moore,1433.0,3807.0,23964.0,166.0,0.0,2019-11-01
Mueller #1,14.0,3131.0,364.0,1500.0,0.0,2019-11-01
Gulf Coast Total,2897.0,35126.0,49754.0,37666.0,1500.0,2019-11-01
Cl Moore 6,3.0,9825.0,93.0,0.0,0.0,2019-11-01
Dyer 'D' #5,12.0,3355.0,194.0,155.0,0.0,2019-12-01
JM Moore #192,438.0,0.0,4928.0,1550.0,1550.0,2019-12-01
Lottie #1,210.0,0.0,3862.0,1550.0,0.0,2019-12-01
Pratka #1,191.0,4616.0,96.0,27900.0,0.0,2019-12-01
CL Moore 12,961.0,9946.0,25101.0,1450.0,0.0,2019-12-01
Mueller #1,28.0,3230.0,404.0,1550.0,0.0,2019-12-01
Dyer #10,13.0,840.0,464.0,1550.0,0.0,2019-12-01
JM Moore,1414.0,4129.0,18965.0,308.0,0.0,2019-12-01
Cl Moore 8,0.0,0.0,0.0,0.0,0.0,2019-12-01
Cl Moore 6,8.0,10062.0,254.0,0.0,0.0,2019-12-01
Gulf Coast Total,3275.0,36178.0,54268.0,36013.0,1550.0,2019-12-01
Cl Moore 8,38.0,0.0,267.0,0.0,0.0,2020-01-01
CL Moore 12,1011.0,9297.0,24984.0,775.0,0.0,2020-01-01
Mueller #1,21.0,3195.0,409.0,1550.0,0.0,2020-01-01
Dyer 'D' #5,24.0,3253.0,217.0,155.0,0.0,2020-01-01
JM Moore,1503.0,3920.0,25963.0,124.0,0.0,2020-01-01
Gulf Coast Total,3549.0,34835.0,61126.0,35154.0,1550.0,2020-01-01
Dyer #10,16.0,820.0,419.0,1550.0,0.0,2020-01-01
Pratka #1,165.0,4406.0,82.0,27900.0,0.0,2020-01-01
Cl Moore 6,23.0,9944.0,73.0,0.0,0.0,2020-01-01
Lottie #1,301.0,0.0,4419.0,1550.0,0.0,2020-01-01
JM Moore #192,447.0,0.0,4293.0,1550.0,1550.0,2020-01-01
JM Moore,1415.0,3503.0,23968.0,116.0,0.0,2020-02-01
Cl Moore 8,0.0,0.0,198.0,0.0,0.0,2020-02-01
JM Moore #192,401.0,0.0,3169.0,1450.0,1450.0,2020-02-01
Cl Moore 6,3.0,991.0,10.0,0.0,0.0,2020-02-01
Dyer 'D' #5,8.0,3068.0,129.0,145.0,0.0,2020-02-01
Mueller #1,19.0,2945.0,352.0,1450.0,0.0,2020-02-01
CL Moore 12,887.0,991.0,23206.0,725.0,0.0,2020-02-01
Gulf Coast Total,3143.0,16289.0,55522.0,32886.0,1450.0,2020-02-01
Dyer #10,14.0,750.0,395.0,1450.0,0.0,2020-02-01
Lottie #1,241.0,0.0,4007.0,1450.0,0.0,2020-02-01
Pratka #1,155.0,4041.0,88.0,26100.0,0.0,2020-02-01
Dyer 'D' #5,13.0,3206.0,161.0,155.0,0.0,2020-03-01
Dyer #10,14.0,830.0,439.0,1550.0,0.0,2020-03-01
Cl Moore 6,21.0,10791.0,198.0,0.0,0.0,2020-03-01
Lottie #1,248.0,0.0,4055.0,1550.0,0.0,2020-03-01
Gulf Coast Total,3474.0,36484.0,60250.0,35200.0,1550.0,2020-03-01
Pratka #1,159.0,4229.0,83.0,27900.0,0.0,2020-03-01
Mueller #1,17.0,2875.0,364.0,1550.0,0.0,2020-03-01
Cl Moore 8,0.0,0.0,0.0,0.0,0.0,2020-03-01
JM Moore #192,429.0,0.0,3523.0,1550.0,1550.0,2020-03-01
CL Moore 12,996.0,10791.0,25099.0,775.0,0.0,2020-03-01
JM Moore,1577.0,3762.0,26328.0,170.0,0.0,2020-03-01
Cl Moore 8,0.0,0.0,0.0,0.0,0.0,2020-04-01
Dyer #10,21.0,750.0,420.0,1500.0,0.0,2020-04-01
JM Moore #192,416.0,0.0,3469.0,1500.0,1500.0,2020-04-01
CL Moore 12,670.0,13043.0,17925.0,750.0,0.0,2020-04-01
JM Moore,1526.0,3750.0,25342.0,120.0,0.0,2020-04-01
Mueller #1,25.0,2851.0,343.0,1500.0,0.0,2020-04-01
Cl Moore 6,31.0,13043.0,1904.0,0.0,0.0,2020-04-01
Dyer 'D' #5,8.0,3184.0,158.0,150.0,0.0,2020-04-01
Pratka #1,140.0,4036.0,91.0,27000.0,0.0,2020-04-01
Lottie #1,258.0,0.0,4043.0,1500.0,0.0,2020-04-01
Gulf Coast Total,3095.0,40657.0,53695.0,34020.0,1500.0,2020-04-01
Dyer 'D' #5,10.0,3141.0,158.0,155.0,0.0,2020-05-01
Mueller #1,20.0,2733.0,338.0,1550.0,0.0,2020-05-01
Cl Moore 6,344.0,7180.0,1846.0,0.0,0.0,2020-05-01
Pratka #1,147.0,4064.0,89.0,27900.0,0.0,2020-05-01
Lottie #1,266.0,0.0,4251.0,1550.0,0.0,2020-05-01
Cl Moore 8,157.0,0.0,0.0,0.0,0.0,2020-05-01
JM Moore #192,447.0,0.0,3596.0,1550.0,1550.0,2020-05-01
Gulf Coast Total,3967.0,28737.0,63348.0,35154.0,1550.0,2020-05-01
CL Moore 12,997.0,7180.0,25893.0,775.0,0.0,2020-05-01
JM Moore,1571.0,3974.0,26927.0,124.0,0.0,2020-05-01
Dyer #10,8.0,465.0,250.0,1550.0,0.0,2020-05-01
Pratka #1,138.0,3659.0,84.0,27000.0,0.0,2020-06-01
CL Moore 12,837.0,5333.0,21838.0,750.0,0.0,2020-06-01
JM Moore #192,400.0,0.0,3264.0,1500.0,1500.0,2020-06-01
Cl Moore 8,57.0,0.0,0.0,0.0,0.0,2020-06-01
Mueller #1,16.0,2673.0,297.0,1500.0,0.0,2020-06-01
Gulf Coast Total,3377.0,24152.0,56623.0,34016.0,1500.0,2020-06-01
JM Moore,1623.0,4082.0,25317.0,116.0,0.0,2020-06-01
Dyer #10,0.0,0.0,0.0,1500.0,0.0,2020-06-01
Cl Moore 6,42.0,5513.0,1426.0,0.0,0.0,2020-06-01
Dyer 'D' #5,8.0,2892.0,150.0,150.0,0.0,2020-06-01
Lottie #1,256.0,0.0,4247.0,1500.0,0.0,2020-06-01
Gulf Coast Total,3374.0,23134.0,59477.0,35150.0,1550.0,2020-07-01
JM Moore #192,424.0,0.0,3302.0,1550.0,1550.0,2020-07-01
Cl Moore 8,0.0,0.0,0.0,0.0,0.0,2020-07-01
Lottie #1,240.0,0.0,4139.0,1550.0,0.0,2020-07-01
Pratka #1,139.0,3910.0,86.0,27900.0,0.0,2020-07-01
Dyer #10,0.0,0.0,0.0,1550.0,0.0,2020-07-01
JM Moore,1482.0,3790.0,24532.0,120.0,0.0,2020-07-01
Cl Moore 6,25.0,4670.0,1280.0,0.0,0.0,2020-07-01
Mueller #1,24.0,2955.0,347.0,1550.0,0.0,2020-07-01
Dyer 'D' #5,7.0,3139.0,187.0,155.0,0.0,2020-07-01
CL Moore 12,1033.0,4670.0,25604.0,775.0,0.0,2020-07-01
JM Moore,944.0,3740.0,23087.0,124.0,0.0,2020-08-01
Dyer 'D' #5,2.0,3249.0,227.0,155.0,0.0,2020-08-01
JM Moore #192,427.0,0.0,3357.0,1550.0,1550.0,2020-08-01
Gulf Coast Total,2637.0,20976.0,54534.0,35154.0,1550.0,2020-08-01
Pratka #1,141.0,3968.0,94.0,27900.0,0.0,2020-08-01
Cl Moore 8,0.0,0.0,0.0,0.0,0.0,2020-08-01
CL Moore 12,852.0,3498.0,22564.0,775.0,0.0,2020-08-01
Dyer #10,0.0,0.0,0.0,1550.0,0.0,2020-08-01
Cl Moore 6,20.0,3498.0,1012.0,0.0,0.0,2020-08-01
Mueller #1,18.0,3023.0,315.0,1550.0,0.0,2020-08-01
Lottie #1,233.0,0.0,3878.0,1550.0,0.0,2020-08-01
Mueller #1,11.0,2415.0,225.0,1500.0,0.0,2020-09-01
Pratka #1,127.0,3616.0,100.0,26100.0,0.0,2020-09-01
Cl Moore 6,8.0,3111.0,884.0,0.0,0.0,2020-09-01
Cl Moore 8,0.0,0.0,0.0,0.0,0.0,2020-09-01
Gulf Coast Total,2562.0,19151.0,54635.0,33120.0,1500.0,2020-09-01
JM Moore #192,397.0,0.0,3373.0,1500.0,1500.0,2020-09-01
JM Moore,778.0,3743.0,21083.0,120.0,0.0,2020-09-01
Dyer #10,0.0,0.0,0.0,1500.0,0.0,2020-09-01
Dyer 'D' #5,4.0,3155.0,182.0,150.0,0.0,2020-09-01
CL Moore 12,1011.0,3111.0,24851.0,750.0,0.0,2020-09-01
Lottie #1,226.0,0.0,3937.0,1500.0,0.0,2020-09-01
CL Moore 12,952.0,1422.0,24177.0,775.0,0.0,2020-10-01
Cl Moore 8,3.0,0.0,0.0,0.0,0.0,2020-10-01
JM Moore #192,489.0,0.0,4203.0,1550.0,1550.0,2020-10-01
JM Moore,967.0,3933.0,22725.0,124.0,0.0,2020-10-01
Dyer #10,0.0,0.0,0.0,1550.0,0.0,2020-10-01
Cl Moore 6,0.0,1422.0,400.0,0.0,0.0,2020-10-01
Dyer 'D' #5,6.0,3214.0,189.0,155.0,0.0,2020-10-01
Gulf Coast Total,2756.0,17043.0,55819.0,35154.0,1550.0,2020-10-01
Pratka #1,119.0,3848.0,96.0,27900.0,0.0,2020-10-01
Mueller #1,17.0,3204.0,361.0,1550.0,0.0,2020-10-01
Lottie #1,203.0,0.0,3668.0,1550.0,0.0,2020-10-01
Dyer 'D' #5,2.0,2988.0,168.0,465.0,0.0,2020-11-01
CL Moore 12,971.0,0.0,23086.0,750.0,0.0,2020-11-01
JM Moore #192,461.0,0.0,4305.0,1500.0,1500.0,2020-11-01
Pratka #1,118.0,3620.0,83.0,27000.0,0.0,2020-11-01
JM Moore,1027.0,2151.0,22404.0,120.0,0.0,2020-11-01
Mueller #1,8.0,2966.0,367.0,1500.0,0.0,2020-11-01
Lottie #1,221.0,0.0,3726.0,1500.0,0.0,2020-11-01
Dyer #10,0.0,0.0,0.0,1500.0,0.0,2020-11-01
Cl Moore 6,0.0,0.0,0.0,0.0,0.0,2020-11-01
Gulf Coast Total,2808.0,11725.0,54139.0,34335.0,1500.0,2020-11-01
Cl Moore 8,0.0,0.0,0.0,0.0,0.0,2020-11-01
Cl Moore 6,0.0,0.0,0.0,0.0,0.0,2020-12-01
Lottie #1,235.0,0.0,4066.0,1550.0,0.0,2020-12-01
JM Moore,1111.0,0.0,24749.0,124.0,0.0,2020-12-01
JM Moore #192,475.0,0.0,4536.0,1550.0,1550.0,2020-12-01
Dyer #10,0.0,0.0,0.0,1550.0,0.0,2020-12-01
Dyer 'D' #5,2.0,3164.0,171.0,1550.0,0.0,2020-12-01
Mueller #1,16.0,2961.0,389.0,1550.0,0.0,2020-12-01
Pratka #1,117.0,3685.0,78.0,31700.0,0.0,2020-12-01
CL Moore 12,1120.0,0.0,25404.0,775.0,0.0,2020-12-01
Cl Moore 8,0.0,0.0,0.0,0.0,0.0,2020-12-01
Gulf Coast Total,3076.0,9810.0,59393.0,40349.0,1550.0,2020-12-01
JM Moore #192,467.0,0.0,4345.0,1550.0,1550.0,2021-01-01
Cl Moore 6,0.0,0.0,0.0,0.0,0.0,2021-01-01
JM Moore,1608.0,0.0,21960.0,124.0,0.0,2021-01-01
Dyer #10,0.0,0.0,0.0,1550.0,0.0,2021-01-01
Dyer 'D' #5,8.0,3083.0,184.0,1550.0,0.0,2021-01-01
Lottie #1,103.0,0.0,1467.0,1550.0,0.0,2021-01-01
Pratka #1,117.0,3193.0,89.0,42600.0,0.0,2021-01-01
Cl Moore 8,0.0,0.0,0.0,0.0,0.0,2021-01-01
Gulf Coast Total,3444.0,9181.0,53881.0,51249.0,1550.0,2021-01-01
CL Moore 12,1122.0,0.0,25448.0,775.0,0.0,2021-01-01
Mueller #1,19.0,2905.0,388.0,1550.0,0.0,2021-01-01
Gulf Coast Total,2346.0,9632.0,45737.0,30212.0,1400.0,2021-02-01
Cl Moore 6,0.0,0.0,0.0,0.0,0.0,2021-02-01
JM Moore,904.0,1003.0,19955.0,112.0,0.0,2021-02-01
JM Moore #192,295.0,0.0,3400.0,1400.0,1400.0,2021-02-01
Mueller #1,21.0,2631.0,318.0,1400.0,0.0,2021-02-01
Dyer #10,0.0,0.0,0.0,1400.0,0.0,2021-02-01
Pratka #1,113.0,3203.0,94.0,22400.0,0.0,2021-02-01
CL Moore 12,820.0,0.0,18544.0,700.0,0.0,2021-02-01
Lottie #1,170.0,0.0,3244.0,1400.0,0.0,2021-02-01
Dyer 'D' #5,23.0,2795.0,182.0,1400.0,0.0,2021-02-01
Dyer #10,0.0,0.0,0.0,1550.0,0.0,2021-03-01
Mueller #1,19.0,2866.0,341.0,1550.0,0.0,2021-03-01
Lottie #1,311.0,0.0,5219.0,1550.0,0.0,2021-03-01
Dyer 'D' #5,9.0,2813.0,180.0,1550.0,0.0,2021-03-01
CL Moore 12,1255.0,0.0,25695.0,775.0,0.0,2021-03-01
JM Moore,1829.0,4373.0,29670.0,124.0,0.0,2021-03-01
Pratka #1,74.0,2110.0,54.0,54450.0,0.0,2021-03-01
JM Moore #192,445.0,0.0,4872.0,1550.0,1550.0,2021-03-01
Gulf Coast Total,3942.0,12162.0,66031.0,63099.0,1550.0,2021-03-01
Lottie #1,212.0,0.0,3881.0,1500.0,0.0,2021-04-01
JM Moore,1429.0,3366.0,26738.0,120.0,0.0,2021-04-01
Gulf Coast Total,3271.0,12264.0,57858.0,38370.0,1500.0,2021-04-01
JM Moore #192,456.0,0.0,4674.0,1500.0,1500.0,2021-04-01
Pratka #1,112.0,3342.0,86.0,30000.0,0.0,2021-04-01
Mueller #1,22.0,2604.0,325.0,1500.0,0.0,2021-04-01
Dyer 'D' #5,33.0,2952.0,185.0,1500.0,0.0,2021-04-01
CL Moore 12,1007.0,0.0,21969.0,750.0,0.0,2021-04-01
Dyer #10,0.0,0.0,0.0,1500.0,0.0,2021-04-01
Dyer 'D' #5,15.0,2802.0,178.0,1550.0,0.0,2021-05-01
Dyer #10,0.0,0.0,0.0,1550.0,0.0,2021-05-01
Gulf Coast Total,3189.0,14127.0,58587.0,38649.0,1550.0,2021-05-01
Lottie #1,283.0,0.0,4486.0,1550.0,0.0,2021-05-01
JM Moore,1365.0,5283.0,26819.0,124.0,0.0,2021-05-01
Pratka #1,111.0,3259.0,79.0,30000.0,0.0,2021-05-01
CL Moore 12,1011.0,0.0,22727.0,775.0,0.0,2021-05-01
Mueller #1,16.0,2783.0,355.0,1550.0,0.0,2021-05-01
JM Moore #192,388.0,0.0,3943.0,1550.0,1550.0,2021-05-01
JM Moore,1341.0,5118.0,21576.0,166.0,0.0,2021-06-01
CL Moore 12,1083.0,0.0,24679.0,750.0,0.0,2021-06-01
Dyer #10,0.0,0.0,0.0,1500.0,0.0,2021-06-01
Dyer 'D' #5,4.0,2945.0,170.0,1500.0,0.0,2021-06-01
Pratka #1,95.0,3068.0,78.0,28500.0,0.0,2021-06-01
Lottie #1,249.0,0.0,4202.0,1500.0,0.0,2021-06-01
Gulf Coast Total,3291.0,13836.0,55562.0,36916.0,1500.0,2021-06-01
JM Moore #192,499.0,0.0,4508.0,1500.0,1500.0,2021-06-01
Mueller #1,20.0,2705.0,349.0,1500.0,0.0,2021-06-01
JM Moore #192,485.0,0.0,4681.0,1550.0,1550.0,2021-07-01
Pratka #1,106.0,3073.0,81.0,29450.0,0.0,2021-07-01
Lottie #1,264.0,0.0,4453.0,1550.0,0.0,2021-07-01
JM Moore,1363.0,5010.0,20177.0,1345.0,0.0,2021-07-01
Gulf Coast Total,3006.0,14003.0,47952.0,39320.0,1550.0,2021-07-01
Mueller #1,16.0,2806.0,335.0,1550.0,0.0,2021-07-01
Dyer 'D' #5,12.0,3114.0,137.0,1550.0,0.0,2021-07-01
CL Moore 12,760.0,0.0,18088.0,775.0,0.0,2021-07-01
Dyer #10,0.0,0.0,0.0,1550.0,0.0,2021-07-01
Gulf Coast Total,2438.0,14103.0,47365.0,38099.0,1550.0,2021-08-01
Dyer 'D' #5,15.0,3091.0,162.0,1550.0,0.0,2021-08-01
Mueller #1,19.0,2803.0,358.0,1550.0,0.0,2021-08-01
JM Moore,941.0,5204.0,20131.0,124.0,0.0,2021-08-01
CL Moore 12,665.0,0.0,17875.0,775.0,0.0,2021-08-01
Lottie #1,260.0,0.0,4209.0,1550.0,0.0,2021-08-01
Dyer #10,0.0,0.0,0.0,1550.0,0.0,2021-08-01
JM Moore #192,437.0,0.0,4546.0,1550.0,1550.0,2021-08-01
Pratka #1,101.0,3005.0,84.0,29450.0,0.0,2021-08-01
Dyer 'D' #5,4.0,2862.0,169.0,1500.0,0.0,2021-09-01
Dyer #10,0.0,0.0,0.0,1500.0,0.0,2021-09-01
Mueller #1,20.0,2672.0,321.0,1500.0,0.0,2021-09-01
Pratka #1,98.0,2763.0,78.0,28500.0,0.0,2021-09-01
JM Moore,985.0,5222.0,23783.0,120.0,0.0,2021-09-01
Lottie #1,248.0,0.0,4131.0,1500.0,0.0,2021-09-01
Gulf Coast Total,2684.0,13519.0,57666.0,36870.0,1500.0,2021-09-01
JM Moore #192,433.0,0.0,4495.0,1500.0,1500.0,2021-09-01
CL Moore 12,896.0,0.0,24689.0,750.0,0.0,2021-09-01
Dyer #10,0.0,0.0,0.0,300.0,0.0,2021-10-01
JM Moore #192,384.0,0.0,4224.0,1550.0,1550.0,2021-10-01
CL Moore 12,1019.0,0.0,28606.0,775.0,0.0,2021-10-01
Lottie #1,240.0,0.0,4051.0,1550.0,0.0,2021-10-01
Pratka #1,97.0,2837.0,78.0,29450.0,0.0,2021-10-01
JM Moore,1277.0,5420.0,27988.0,124.0,0.0,2021-10-01
Mueller #1,8.0,2774.0,378.0,1550.0,0.0,2021-10-01
Gulf Coast Total,3035.0,14110.0,65518.0,36849.0,1550.0,2021-10-01
Dyer 'D' #5,10.0,3079.0,193.0,1550.0,0.0,2021-10-01
JM Moore #192,426.0,0.0,4211.0,1500.0,1500.0,2021-11-01
CL Moore 12,1048.0,0.0,27236.0,750.0,0.0,2021-11-01
Pratka #1,96.0,2738.0,75.0,28500.0,0.0,2021-11-01
Dyer 'D' #5,16.0,2828.0,155.0,1500.0,0.0,2021-11-01
Dyer #10,0.0,0.0,0.0,0.0,0.0,2021-11-01
Lottie #1,218.0,0.0,3894.0,1500.0,0.0,2021-11-01
JM Moore,1431.0,4954.0,26482.0,120.0,0.0,2021-11-01
Mueller #1,8.0,2652.0,348.0,1500.0,0.0,2021-11-01
Gulf Coast Total,3243.0,13172.0,62401.0,35370.0,1500.0,2021-11-01
Dyer 'D' #5,15.0,3054.0,161.0,1550.0,0.0,2021-12-01
Gulf Coast Total,3416.0,13557.0,65615.0,36549.0,1550.0,2021-12-01
Lottie #1,294.0,0.0,4852.0,1550.0,0.0,2021-12-01
JM Moore #192,434.0,0.0,4459.0,1550.0,1550.0,2021-12-01
Mueller #1,15.0,2737.0,371.0,1550.0,0.0,2021-12-01
Pratka #1,97.0,2735.0,75.0,29450.0,0.0,2021-12-01
JM Moore,1476.0,5031.0,27549.0,124.0,0.0,2021-12-01
CL Moore 12,1085.0,0.0,28148.0,775.0,0.0,2021-12-01
Lottie #1,155.0,0.0,3267.0,1550.0,0.0,2022-01-01
Pratka #1,110.0,2665.0,76.0,32000.0,0.0,2022-01-01
Mueller #1,13.0,2692.0,312.0,1550.0,0.0,2022-01-01
CL Moore 12,1071.0,0.0,28089.0,775.0,0.0,2022-01-01
Dyer 'D' #5,12.0,2912.0,158.0,1550.0,0.0,2022-01-01
JM Moore,1420.0,4451.0,25853.0,124.0,0.0,2022-01-01
Gulf Coast Total,3212.0,12720.0,62241.0,39099.0,1550.0,2022-01-01
JM Moore #192,431.0,0.0,4486.0,1550.0,1550.0,2022-01-01
CL Moore 12,929.0,0.0,24532.0,700.0,0.0,2022-02-01
JM Moore #192,394.0,0.0,4229.0,1400.0,1400.0,2022-02-01
Pratka #1,87.0,2519.0,75.0,30000.0,0.0,2022-02-01
Dyer 'D' #5,24.0,2658.0,142.0,1400.0,0.0,2022-02-01
Gulf Coast Total,2956.0,11533.0,58341.0,36412.0,1400.0,2022-02-01
JM Moore,1256.0,3963.0,24615.0,112.0,0.0,2022-02-01
Mueller #1,18.0,2393.0,326.0,1400.0,0.0,2022-02-01
Lottie #1,248.0,0.0,4422.0,1400.0,0.0,2022-02-01
Pratka #1,93.0,2616.0,92.0,30000.0,0.0,2022-03-01
Gulf Coast Total,2925.0,12424.0,55082.0,37099.0,1550.0,2022-03-01
JM Moore,1345.0,4211.0,24577.0,124.0,0.0,2022-03-01
Lottie #1,227.0,0.0,4025.0,1550.0,0.0,2022-03-01
Dyer 'D' #5,21.0,2945.0,157.0,1550.0,0.0,2022-03-01
Mueller #1,25.0,2652.0,355.0,1550.0,0.0,2022-03-01
JM Moore #192,424.0,0.0,4426.0,1550.0,1550.0,2022-03-01
CL Moore 12,790.0,0.0,21450.0,775.0,0.0,2022-03-01
Gulf Coast Total,2830.0,3971.0,54410.0,34470.0,1500.0,2022-04-01
Dyer 'D' #5,19.0,340.0,120.0,1500.0,0.0,2022-04-01
Mueller #1,19.0,340.0,318.0,1500.0,0.0,2022-04-01
JM Moore,1168.0,720.0,22593.0,120.0,0.0,2022-04-01
CL Moore 12,868.0,0.0,22852.0,750.0,0.0,2022-04-01
JM Moore #192,396.0,0.0,4385.0,1500.0,1500.0,2022-04-01
Pratka #1,93.0,2571.0,87.0,27600.0,0.0,2022-04-01
Lottie #1,267.0,0.0,4055.0,1500.0,0.0,2022-04-01
JM Moore,1320.0,0.0,27133.0,124.0,0.0,2022-05-01
JM Moore #192,394.0,0.0,5063.0,1550.0,1550.0,2022-05-01
Mueller #1,18.0,0.0,313.0,1550.0,0.0,2022-05-01
Lottie #1,212.0,0.0,4179.0,1550.0,0.0,2022-05-01
CL Moore 12,1062.0,0.0,28018.0,775.0,0.0,2022-05-01
Pratka #1,102.0,2544.0,86.0,28500.0,0.0,2022-05-01
Dyer 'D' #5,26.0,0.0,153.0,1550.0,0.0,2022-05-01
Gulf Coast Total,3134.0,2544.0,64945.0,35599.0,1550.0,2022-05-01
Pratka #1,86.0,2570.0,78.0,28500.0,0.0,2022-06-01
JM Moore #192,383.0,0.0,4231.0,1500.0,1500.0,2022-06-01
Gulf Coast Total,3330.0,2570.0,61832.0,35420.0,1500.0,2022-06-01
CL Moore 12,1209.0,0.0,27219.0,750.0,0.0,2022-06-01
Mueller #1,16.0,0.0,293.0,1500.0,0.0,2022-06-01
JM Moore,1355.0,0.0,25351.0,170.0,0.0,2022-06-01
Dyer 'D' #5,6.0,0.0,96.0,1500.0,0.0,2022-06-01
Lottie #1,275.0,0.0,4564.0,1500.0,0.0,2022-06-01
Dyer 'D' #5,2.0,0.0,44.0,1540.0,0.0,2022-07-01
Gulf Coast Total,3175.0,2707.0,63549.0,36539.0,1550.0,2022-07-01
Mueller #1,8.0,0.0,323.0,1550.0,0.0,2022-07-01
Lottie #1,288.0,0.0,4343.0,1550.0,0.0,2022-07-01
JM Moore #192,400.0,0.0,4310.0,1550.0,1550.0,2022-07-01
Pratka #1,90.0,2707.0,81.0,29450.0,0.0,2022-07-01
JM Moore,1400.0,0.0,27156.0,124.0,0.0,2022-07-01
CL Moore 12,987.0,0.0,27292.0,775.0,0.0,2022-07-01
Lottie #1,233.0,0.0,4428.0,1550.0,0.0,2022-08-01
Mueller #1,15.0,0.0,302.0,1550.0,0.0,2022-08-01
JM Moore #192,346.0,0.0,3952.0,1550.0,1550.0,2022-08-01
Dyer 'D' #5,21.0,0.0,92.0,9395.0,0.0,2022-08-01
JM Moore,1260.0,0.0,26657.0,174.0,0.0,2022-08-01
CL Moore 12,748.0,0.0,21009.0,775.0,0.0,2022-08-01
Pratka #1,89.0,2545.0,87.0,29450.0,0.0,2022-08-01
Gulf Coast Total,2712.0,2545.0,56527.0,44444.0,1550.0,2022-08-01
Pratka #1,84.0,2411.0,83.0,28500.0,0.0,2022-09-01
