Date,Time,Well Name,Seating Nipple Depth (ft),Pump Run Date,Surface Unit API,Strokes Per Minute (SPM),Maximum Plunger Stroke (in),Pump Displacement (BBL/D),Gas Free Above Pump (ft),Fluid Above Pump (ft),Adjusted Displacement (BBL/D),Plunger OD (in),Adjusted EPT (in),Effective Plunger Travel (in)
06/26/2024,01:01:21 PM,JJ #1,7025,06/22/2023,C-640-365-168,6.23,92.46,198,,,186,,83.7,89.13
06/27/2024,10:56:21 AM,JJ #1,7025,06/22/2023,C-640-365-168,6.32,99.88,204,,,193,,86.8,91.79
06/27/2024,11:08:07 AM,JJ #1,7025,06/22/2023,C-640-365-168,,,,1122,5055,,,,
06/28/2024,09:43:19 AM,JJ #1,7025,06/22/2023,C-640-365-168,6.17,95.29,205,,,190,,86.2,92.81
07/01/2024,12:30:56 PM,JJ #1,7025,06/22/2023,C-640-365-168,6.23,91.02,189,,,178,,79.8,85.02
07/10/2024,01:37:42 PM,JJ #1,7025,06/22/2023,C-640-365-168,4.26,86.62,115,,,106,,72.8,79.12
07/10/2024,01:43:29 PM,JJ #1,7025,06/22/2023,C-640-365-168,,,,888,4246,,,,
07/24/2024,12:07:05 PM,JJ #1,7025,06/22/2023,C-640-365-168,7.52,104.45,85,,,39,,19.5,42.30
07/24/2024,12:09:21 PM,JJ #1,7025,06/22/2023,C-640-365-168,,,,968,2826,,,,
07/24/2024,12:15:19 PM,JJ #1,7025,06/22/2023,C-640-365-168,5.15,96.18,146,,,135,,72.7,78.91
07/24/2024,12:16:22 PM,JJ #1,7025,06/22/2023,C-640-365-168,5.21,72.59,134,,,124,,66.9,72.55
07/26/2024,10:05:56 AM,JJ #1,7025,06/22/2023,C-640-365-168,5.35,100.32,198,,,186,,87.6,93.32
07/26/2024,10:09:54 AM,JJ #1,7025,06/22/2023,C-640-365-168,,,,2093,4147,,,,
08/18/2024,11:20:56 AM,JJ #1,7025,06/22/2023,C-640-365-168,3.58,76.12,97,,,88,,66.1,72.68
08/18/2024,11:23:31 AM,JJ #1,7025,06/22/2023,C-640-365-168,5.47,92.51,176,,,165,,81.5,87.06
08/18/2024,11:32:29 AM,JJ #1,7025,06/22/2023,C-640-365-168,,,,1063,3897,,,,
08/22/2024,07:21:40 AM,JJ #1,7025,06/22/2023,C-640-365-168,4.48,83.29,126,,,117,,72.9,78.95
08/22/2024,07:24:01 AM,JJ #1,7025,06/22/2023,C-640-365-168,,,,1145,4557,,,,
10/04/2023,01:48:05 PM,JRed#1,5453,01/06/2022,C-320-305-100,5.08,78.39,45,,,29,,31.4,48.39
10/24/2023,11:20:30 AM,JRed#1,3892,10/23/2023,C-320-305-100,,,,2053,2053,,,,
10/25/2023,10:36:35 AM,JRed#1,3892,10/23/2023,C-320-305-100,6.67,80.36,81,,,72,,59.2,66.41
11/07/2023,11:05:18 AM,JRed#1,3892,10/23/2023,C-320-305-100,6.73,78.88,65,,,55,,45.5,53.44
11/07/2023,11:21:50 AM,JRed#1,3892,10/23/2023,C-320-305-100,,,,21,48,,,,
08/21/2024,04:37:36 PM,JRed#1,3892,10/23/2023,C-320-305-100,,,,,,,,,
08/21/2024,04:48:50 PM,JRed#1,3892,10/23/2023,C-320-305-100,,,,12,19,,,,
08/21/2024,05:03:55 PM,JRed#1,3892,10/23/2023,C-320-305-100,6.30,79.58,26,,,0,,0.1,22.28
04/11/2023,02:37:45 PM,Kay#1,6042,06/14/2022,C-320-256-100,6.31,60.79,26,,,17,,19.4,30.73
04/11/2023,02:53:03 PM,Kay#1,6042,06/14/2022,C-320-256-100,,,,90,108,,,,
04/26/2023,12:16:31 PM,Kay#1,6042,06/14/2022,C-320-256-100,,,,,,,,,
07/27/2023,11:27:28 AM,Kay#1,6042,06/14/2022,C-320-256-100,6.00,65.68,21,,,1,,0.6,19.33
07/27/2023,11:45:27 AM,Kay#1,6042,06/14/2022,C-320-256-100,,,,,,,,,
02/02/2024,01:55:38 PM,Kay#1,6042,06/14/2022,C-320-256-100,7.72,66.39,23,,,0,,0.1,16.39
02/02/2024,01:58:36 PM,Kay#1,6042,06/14/2022,C-320-256-100,,,,6,20,,,,
03/05/2024,11:19:15 AM,Kay#1,6042,06/14/2022,C-320-256-100,7.68,65.62,24,,,-5,,-3.3,17.27
03/05/2024,11:22:00 AM,Kay#1,6042,06/14/2022,C-320-256-100,,,,,,,,,
03/28/2024,01:37:40 PM,Kay#1,6863,06/14/2022,C-320-256-100,6.60,55.96,28,,,13,,10.6,23.49
03/28/2024,01:39:56 PM,Kay#1,6863,06/14/2022,C-320-256-100,,,,303,1327,,,,
03/28/2024,02:21:26 PM,
03/28/2024,02:21:26 PM,Kay#1,6863,06/14/2022,C-320-256-100,,,,326,1417,,,,
03/28/2024,02:26:13 PM,Kay#1,6863,06/14/2022,C-320-256-100,6.65,56.09,26,,,12,,9.6,21.80
04/23/2024,09:06:41 AM,Kay#1,6043,06/14/2022,C-320-256-100,,,,118,150,,,,
08/20/2024,07:38:27 PM,Kay#1,6043,06/14/2022,C-320-256-100,,,,,,,,,
01/30/2023,12:36:56 PM,Kiley #1,7027,01/05/2023,C-456D-365-120,5.81,77.74,80,,,73,,68.7,76.08
01/30/2023,12:54:43 PM,Kiley #1,7027,01/05/2023,C-456D-365-120,,,,720,1031,,,,
07/12/2023,02:22:14 PM,Kiley #1,7027,01/05/2023,C-456D-365-120,6.61,79.78,95,,,88,,72.7,78.72
07/12/2023,02:34:34 PM,Kiley #1,7027,01/05/2023,C-456D-365-120,,,,479,1439,,,,
04/26/2024,02:17:39 PM,Kiley #1,7027,01/05/2023,C-456D-365-120,5.94,76.67,83,,,74,,67.4,75.05
04/26/2024,02:19:59 PM,Kiley #1,7027,01/05/2023,C-456D-365-120,,,,342,1263,,,,
07/27/2023,01:02:38 PM,Kleimann#1,6747,05/14/2022,C-456D-365-120,5.69,80.09,80,,,75,,72.5,77.20
07/27/2023,01:16:20 PM,Kleimann#1,6747,05/14/2022,C-456D-365-120,,,,24,104,,,,
01/30/2024,10:47:38 AM,Kleimann#1,6747,05/14/2022,C-456D-365-120,5.57,79.36,78,,,74,,73.0,77.20
01/30/2024,10:50:54 AM,Kleimann#1,6747,05/14/2022,C-456D-365-120,,,,,,,,,
01/30/2024,10:55:54 AM,Kleimann#1,6747,05/14/2022,C-456D-365-120,,,,,,,,,
03/28/2024,01:50:40 PM,Kleimann#1,6747,05/14/2022,C-456D-365-120,5.14,79.57,73,,,68,,72.6,78.19
03/28/2024,01:53:21 PM,Kleimann#1,6747,05/14/2022,C-456D-365-120,,,,,,,,,
08/22/2024,05:34:06 PM,Kleimann#1,6747,05/14/2022,C-456D-365-120,5.41,82.54,79,,,74,,75.1,79.80
08/22/2024,05:35:13 PM,Kleimann#1,6747,05/14/2022,C-456D-365-120,,,,,,,,,
12/12/2023,12:28:49 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,4.04,113.33,121,,,116,,108.4,112.32
12/12/2023,12:48:30 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,2746,4200,,,,
12/20/2023,11:03:19 AM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,5.50,116.25,165,,,159,,111.1,115.05
12/20/2023,11:17:07 AM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,2702,4256,,,,
01/02/2024,02:23:44 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,5.62,113.70,89,,,22,,15.2,60.78
01/02/2024,02:39:24 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,995,4453,,,,
01/06/2024,01:32:44 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,5.35,111.54,84,,,47,,36.1,64.36
01/06/2024,01:35:51 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,793,3788,,,,
01/08/2024,11:33:38 AM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,4.54,117.54,69,,,0,,0.1,60.51
01/08/2024,11:40:29 AM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,2830,4052,,,,
01/08/2024,11:55:53 AM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,4.30,116.40,68,,,0,,0.1,60.87
01/08/2024,12:43:05 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,4.34,120.01,81,,,0,,0.1,70.16
01/09/2024,09:52:55 AM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,4.38,116.67,56,,,0,,0.1,49.31
01/09/2024,09:56:27 AM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,1414,3745,,,,
01/10/2024,11:37:29 AM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,4.30,112.83,144,,,137,,107.1,112.16
01/10/2024,11:40:33 AM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,891,4027,,,,
01/25/2024,01:48:55 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,4.89,112.82,48,,,0,,0.1,43.31
01/25/2024,01:52:33 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,991,4925,,,,
01/26/2024,02:00:15 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,3.55,111.76,103,,,99,,104.9,109.85
01/26/2024,02:08:04 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,4.45,112.54,137,,,115,,92.8,110.44
01/26/2024,02:09:49 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,2583,3178,,,,
01/30/2024,02:28:35 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,5.28,141.93,72,,,0,,0.1,51.61
01/30/2024,02:35:16 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,5391,5391,,,,
01/31/2024,11:31:58 AM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,5.02,141.95,184,,,157,,119.9,140.42
01/31/2024,11:34:49 AM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,3402,4357,,,,
03/05/2024,09:34:56 AM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,784,3286,,,,
03/05/2024,09:34:56 AM,
03/05/2024,09:40:24 AM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,5.28,140.68,92,,,70,,50.3,66.73
03/27/2024,12:12:29 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,4.58,140.51,139,,,95,,80.2,116.44
03/27/2024,12:16:03 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,718,3284,,,,
03/27/2024,01:08:05 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,854,4328,,,,
03/27/2024,01:28:12 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,825,4165,,,,
03/27/2024,01:31:43 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,4.91,143.65,93,,,0,,0.1,64.13
04/01/2024,12:11:20 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,5.65,142.61,93,,,0,,0.1,62.12
04/01/2024,12:16:30 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,1806,2390,,,,
04/01/2024,12:58:30 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,1594,2523,,,,
04/16/2024,03:33:49 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,5.48,140.80,177,,,160,,109.2,120.45
04/16/2024,03:49:01 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,1189,1651,,,,
04/25/2024,01:39:34 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,6.06,136.48,92,,,29,,18.3,59.25
04/25/2024,01:42:13 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,1173,1688,,,,
04/30/2024,02:26:09 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,5.65,137.88,57,,,36,,24.0,38.26
04/30/2024,02:27:37 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,431,1281,,,,
05/02/2024,12:36:32 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,6.00,143.55,70,,,1,,0.5,44.91
05/02/2024,12:38:38 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,415,1282,,,,
05/23/2024,11:35:40 AM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,6.07,135.43,86,,,37,,22.7,52.93
05/23/2024,11:37:26 AM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,424,1659,,,,
06/13/2024,04:10:40 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,5.63,140.58,162,,,142,,98.6,112.82
06/13/2024,04:12:40 PM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,209,865,,,,
08/15/2024,10:11:49 AM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,6.27,137.60,45,,,0,,0.1,31.78
08/15/2024,10:13:22 AM,La Rosita #1 RE,5399,12/07/2023,C-456-253-144,,,,230,771,,,,
06/07/2023,04:18:21 PM,Lackey Five #1,6303,09/02/2021,C-456-256-144,6.55,94.82,24,,,0,,0.1,14.32
06/07/2023,04:30:17 PM,Lackey Five #1,6303,09/02/2021,C-456-256-144,,,,,,,,,
01/30/2024,11:31:51 AM,Lackey Five #1,6303,09/02/2021,C-456-256-144,5.95,95.56,29,,,0,,0.1,18.49
01/30/2024,11:35:13 AM,Lackey Five #1,6303,09/02/2021,C-456-256-144,,,,,,,,,
08/20/2024,03:32:18 PM,Lackey Five #1,6303,09/02/2021,C-456-256-144,6.91,99.41,22,,,0,,0.1,12.08
08/20/2024,03:33:47 PM,Lackey Five #1,6303,09/02/2021,C-456-256-144,,,,6,21,,,,
07/11/2023,02:38:30 PM,Lander#1,6184,02/05/2020,C-456-365-120,4.69,108.47,128,,,120,,96.6,103.53
07/11/2023,02:54:33 PM,Lander#1,6184,02/05/2020,C-456-365-120,,,,625,2664,,,,
12/01/2023,12:26:57 PM,Lander#1,6184,02/05/2020,C-456-365-120,,,,550,2091,,,,
01/07/2024,12:36:44 PM,Lander#1,6184,02/05/2020,C-456-365-120,4.39,105.00,118,,,107,,93.2,102.45
01/07/2024,12:42:17 PM,Lander#1,6184,02/05/2020,C-456-365-120,,,,628,2010,,,,
04/26/2024,01:32:35 PM,Lander#1,6184,02/05/2020,C-456-365-120,4.09,99.26,101,,,92,,85.7,93.44
04/26/2024,01:34:34 PM,Lander#1,6184,02/05/2020,C-456-365-120,,,,398,1417,,,,
10/09/2023,02:20:02 PM,LearyTrust#1,6594,10/19/2021,C-320-305-120,5.94,56.99,25,,,16,,14.8,23.26
10/09/2023,02:33:49 PM,LearyTrust#1,6594,10/19/2021,C-320-305-120,,,,23,23,,,,
04/11/2023,11:14:56 AM,Little 179 #1,6059,06/06/2022,C-320-305-120,5.38,115.90,113,,,111,,113.0,115.11
04/11/2023,11:29:21 AM,Little 179 #1,6059,06/06/2022,C-320-305-120,,,,995,3986,,,,
12/07/2023,02:35:31 PM,Little 179 #1,6059,06/06/2022,C-320-305-120,,,,3344,3931,,,,
12/07/2023,02:38:04 PM,Little 179 #1,6059,06/06/2022,C-320-305-120,6.19,114.40,143,,,139,,108.3,111.23
01/05/2024,01:22:31 PM,Little 179 #1,5936,06/06/2022,C-320-305-120,,,,774,3427,,,,
01/05/2024,01:25:27 PM,Little 179 #1,5936,06/06/2022,C-320-305-120,6.44,109.17,136,,,133,,101.2,103.53
01/27/2024,12:29:50 PM,Little 179 #1,5936,06/06/2022,C-320-305-120,5.82,115.14,120,,,109,,88.8,97.75
01/27/2024,12:32:48 PM,Little 179 #1,5936,06/06/2022,C-320-305-120,,,,2052,2092,,,,
02/02/2024,03:30:10 PM,Little 179 #1,5936,06/06/2022,C-320-305-120,6.83,113.60,137,,,128,,104.7,111.56
02/02/2024,03:32:42 PM,Little 179 #1,5936,06/06/2022,C-320-305-120,,,,459,1366,,,,
03/05/2024,12:01:42 PM,Little 179 #1,5936,06/06/2022,C-320-305-120,4.94,104.66,92,,,89,,99.4,102.43
03/05/2024,12:04:17 PM,Little 179 #1,5936,06/06/2022,C-320-305-120,,,,236,884,,,,
03/28/2024,03:23:53 PM,Little 179 #1,5936,06/06/2022,C-320-305-120,5.39,116.70,26,,,16,,17.5,29.36
03/28/2024,03:26:07 PM,Little 179 #1,5936,06/06/2022,C-320-305-120,,,,199,224,,,,
03/28/2024,03:35:18 PM,Little 179 #1,5936,06/06/2022,C-320-305-120,,,,178,206,,,,
03/29/2024,01:31:08 PM,Little 179 #1,5936,06/06/2022,C-320-305-120,,,,243,317,,,,
03/29/2024,01:34:35 PM,Little 179 #1,5936,06/06/2022,C-320-305-120,4.22,110.45,86,,,83,,106.1,109.28
04/22/2024,09:54:59 AM,Little 179 #1,5936,06/06/2022,C-320-305-120,4.21,107.26,26,,,23,,28.8,32.71
04/22/2024,10:12:23 AM,Little 179 #1,5936,06/06/2022,C-320-305-120,,,,96,194,,,,
04/29/2024,01:23:31 PM,Little 179 #1,5936,06/06/2022,C-320-305-120,,,,397,397,,,,
04/29/2024,01:27:31 PM,Little 179 #1,5936,06/06/2022,C-320-305-120,3.78,98.63,67,,,64,,92.3,97.01
04/29/2024,01:30:11 PM,Little 179 #1,5936,06/06/2022,C-320-305-120,3.79,98.10,66,,,63,,90.7,95.24
04/29/2024,01:44:16 PM,Little 179 #1,5936,06/06/2022,C-320-305-120,3.91,100.72,69,,,66,,92.6,97.23
08/13/2024,11:35:21 AM,Little 179 #1,5936,06/06/2022,C-320-305-120,4.55,120.51,118,,,116,,117.7,119.54
08/13/2024,11:37:42 AM,Little 179 #1,5936,06/06/2022,C-320-305-120,,,,2619,2619,,,,
08/13/2024,11:40:58 AM,
08/13/2024,11:40:58 AM,Little 179 #1,5936,06/06/2022,C-320-305-120,5.82,111.06,116,,,113,,105.8,109.07
08/13/2024,11:40:58 AM,
03/02/2023,12:35:34 PM,Lochte#1,6180,02/28/2023,C456D-365-120,4.37,117.73,92,,,85,,106.6,114.61
03/02/2023,12:51:43 PM,Lochte#1,6180,02/28/2023,C456D-365-120,,,,728,3042,,,,
05/03/2023,03:42:28 PM,Lochte#1,6180,02/28/2023,C456D-365-120,4.79,122.80,57,,,47,,53.3,64.32
05/03/2023,03:57:05 PM,Lochte#1,6180,02/28/2023,C456D-365-120,,,,51,179,,,,
02/02/2024,09:33:32 AM,Lochte#1,6180,02/28/2023,C456D-365-120,5.42,73.21,20,,,12,,11.8,20.61
02/02/2024,09:36:14 AM,Lochte#1,6180,02/28/2023,C456D-365-120,,,,32,100,,,,
02/02/2024,09:39:20 AM,Lochte#1,6180,02/28/2023,C456D-365-120,,,,47,107,,,,
03/05/2024,02:08:52 PM,Lochte#1,6180,02/28/2023,C456D-365-120,,,,,,,,,
05/01/2024,02:11:16 PM,Marguerite #1,6188,03/17/2021,C-456-305-144,4.82,73.89,45,,,38,,61.0,71.30
05/01/2024,02:13:50 PM,Marguerite #1,6188,03/17/2021,C-456-305-144,,,,,,,,,
04/14/2023,12:39:02 PM,Marpick#1,6668,12/17/2021,C-456-304-144,5.08,78.19,54,,,45,,47.9,57.96
04/14/2023,12:52:46 PM,Marpick#1,6668,12/17/2021,C-456-304-144,,,,82,82,,,,
02/23/2023,10:30:39 AM,Marrs #1,6719,02/02/2023,C-320-256-100,6.64,103.42,54,,,0,,0.1,44.73
02/23/2023,10:58:12 AM,Marrs #1,6719,02/02/2023,C-320-256-100,,,,267,1104,,,,
03/13/2023,03:03:57 PM,Marrs #1,6719,02/02/2023,C-320-256-100,5.29,98.68,90,,,80,,83.4,94.04
03/13/2023,03:31:01 PM,Marrs #1,6719,02/02/2023,C-320-256-100,,,,799,4238,,,,
04/11/2023,12:13:59 PM,Marrs #1,6719,02/02/2023,C-320-256-100,5.78,90.98,87,,,74,,71.6,83.91
04/11/2023,12:39:51 PM,Marrs #1,6719,02/02/2023,C-320-256-100,,,,995,5082,,,,
07/25/2023,12:05:48 PM,Marrs #1,6719,02/02/2023,C-320-256-100,5.21,82.14,46,,,29,,29.1,46.69
07/25/2023,12:25:17 PM,Marrs #1,6719,02/02/2023,C-320-256-100,,,,2283,3409,,,,
08/03/2023,10:53:20 AM,Marrs #1,7264,07/31/2023,C-320-256-100,4.40,95.87,75,,,72,,88.1,92.16
08/03/2023,11:12:09 AM,Marrs #1,7264,07/31/2023,C-320-256-100,,,,1116,4386,,,,
08/07/2023,11:04:28 AM,Marrs #1,7264,07/31/2023,C-320-256-100,5.86,93.76,101,,,98,,87.1,90.36
08/07/2023,11:23:40 AM,Marrs #1,7264,07/31/2023,C-320-256-100,,,,1302,4975,,,,
08/24/2023,09:14:29 AM,Marrs #1,7264,07/31/2023,C-320-256-100,7.25,101.03,132,,,130,,98.5,100.31
08/24/2023,09:27:01 AM,Marrs #1,7264,07/31/2023,C-320-256-100,,,,461,2041,,,,
09/21/2023,02:52:12 PM,Marrs #1,7264,07/31/2023,C-320-256-100,5.65,91.95,92,,,84,,81.1,89.20
09/21/2023,03:17:53 PM,Marrs #1,7264,07/31/2023,C-320-256-100,,,,757,3090,,,,
12/05/2023,01:38:11 PM,Marrs #1,7264,07/31/2023,C-320-256-100,,,,909,4515,,,,
01/05/2024,01:57:11 PM,Marrs #1,7264,07/31/2023,C-320-256-100,,,,1959,3101,,,,
01/05/2024,01:59:57 PM,Marrs #1,7264,07/31/2023,C-320-256-100,5.79,89.29,91,,,88,,82.6,85.43
01/27/2024,01:24:19 PM,Marrs #1,7264,07/31/2023,C-320-256-100,5.99,85.44,103,,,94,,77.7,84.78
01/27/2024,01:27:58 PM,Marrs #1,7264,07/31/2023,C-320-256-100,,,,923,4070,,,,
02/02/2024,03:19:15 PM,Marrs #1,7264,07/31/2023,C-320-256-100,6.02,85.33,93,,,86,,76.1,82.90
02/02/2024,03:20:18 PM,Marrs #1,7264,07/31/2023,C-320-256-100,,,,912,4198,,,,
03/05/2024,12:36:41 PM,Marrs #1,7264,07/31/2023,C-320-256-100,6.93,108.14,127,,,123,,97.3,100.55
03/05/2024,12:37:26 PM,Marrs #1,7264,07/31/2023,C-320-256-100,,,,883,4126,,,,
03/05/2024,12:37:26 PM,
03/28/2024,03:08:00 PM,Marrs #1,7264,07/31/2023,C-320-256-100,7.07,92.78,127,,,123,,85.9,88.56
03/28/2024,03:09:10 PM,Marrs #1,7264,07/31/2023,C-320-256-100,,,,847,3931,,,,
04/01/2024,02:14:22 PM,Marrs #1,7264,07/31/2023,C-320-256-100,7.74,90.20,102,,,98,,68.9,71.88
04/01/2024,02:14:46 PM,Marrs #1,7264,07/31/2023,C-320-256-100,,,,853,3816,,,,
04/01/2024,02:16:57 PM,Marrs #1,7264,07/31/2023,C-320-256-100,8.21,90.91,133,,,129,,84.3,86.91
04/01/2024,02:16:57 PM,
04/27/2024,01:34:17 PM,Marrs #1,7264,07/31/2023,C-320-256-100,8.28,100.33,139,,,135,,90.2,92.94
04/27/2024,01:35:03 PM,Marrs #1,7264,07/31/2023,C-320-256-100,,,,799,3750,,,,
04/27/2024,01:38:04 PM,Marrs #1,7264,07/31/2023,C-320-256-100,8.55,93.73,141,,,137,,87.5,90.12
05/22/2024,10:31:09 AM,Marrs #1,7264,07/31/2023,C-320-256-100,5.90,99.60,123,,,120,,94.7,97.30
07/25/2024,05:03:34 PM,Marrs #1,7264,07/31/2023,C-320-256-100,5.81,80.42,50,,,45,,42.7,46.77
07/25/2024,05:05:06 PM,Marrs #1,7264,07/31/2023,C-320-256-100,,,,584,2548,,,,
08/20/2024,04:51:57 PM,Marrs #1,7264,07/31/2023,C-320-256-100,6.35,86.58,98,,,95,,81.6,84.96
08/20/2024,04:53:02 PM,Marrs #1,7264,07/31/2023,C-320-256-100,,,,701,3114,,,,
04/06/2023,11:17:31 AM,MDB #1,6019,05/31/2022,C-456-305-168,4.35,113.15,37,,,26,,24.0,34.09
04/06/2023,11:37:37 AM,MDB #1,6019,05/31/2022,C-456-305-168,,,,,,,,,
01/31/2024,01:26:01 PM,MDB #1,6019,05/31/2022,C-456-305-168,4.02,114.35,60,,,45,,42.9,56.73
01/31/2024,01:38:47 PM,MDB #1,6019,05/31/2022,C-456-305-168,,,,,,,,,
08/09/2023,09:35:41 AM,Molak#1,5328,02/14/2022,C-228D-246-86,6.74,49.88,23,,,7,,5.4,18.57
08/09/2023,09:51:32 AM,Molak#1,5328,02/14/2022,C-228D-246-86,,,,167,211,,,,
01/10/2024,02:16:37 PM,Moreland#1,5195,11/08/2021,C-228-200-74,7.30,49.11,20,,,0,,0.0,15.32
01/10/2024,02:19:56 PM,Moreland#1,5195,11/08/2021,C-228-200-74,7.33,47.09,20,,,0,,0.1,14.81
01/10/2024,02:30:41 PM,Moreland#1,5195,11/08/2021,C-228-200-74,,,,70,70,,,,
02/02/2024,10:24:35 AM,Moreland#1,5195,11/08/2021,C-228-200-74,,,,0,0,,,,
02/02/2024,10:27:26 AM,Moreland#1,5195,11/08/2021,C-228-200-74,5.89,42.28,18,,,3,,2.9,16.16
04/01/2024,10:12:56 AM,Moreland#1,5195,11/08/2021,C-228-200-74,,,,0,0,,,,
04/01/2024,10:12:56 AM,
06/04/2024,03:18:53 PM,Moreland#1,5195,11/08/2021,C-228-200-74,,,,0,0,,,,
07/17/2023,09:16:54 AM,ParkWay #1,6410,03/10/2022,C-640-365-144,,,,1289,1289,,,,
07/17/2023,09:21:23 AM,ParkWay #1,6410,03/10/2022,C-640-365-144,5.46,116.02,112,,,105,,106.1,112.39
04/04/2024,12:09:24 PM,ParkWay #1,6410,03/10/2022,C-640-365-144,,,,4051,4051,,,,
04/04/2024,12:11:55 PM,ParkWay #1,6410,03/10/2022,C-640-365-144,6.41,126.79,107,,,0,,0.1,91.54
04/04/2024,12:14:15 PM,ParkWay #1,6410,03/10/2022,C-640-365-144,6.92,124.57,106,,,59,,46.7,84.22
04/04/2024,12:30:21 PM,ParkWay #1,6410,03/10/2022,C-640-365-144,6.84,124.07,116,,,58,,45.9,92.10
04/04/2024,12:37:08 PM,ParkWay #1,6410,03/10/2022,C-640-365-144,,,,1147,5342,,,,
04/26/2024,03:47:02 PM,ParkWay #1,6410,03/10/2022,C-640-365-144,5.95,121.69,142,,,118,,92.7,111.45
04/26/2024,03:49:54 PM,ParkWay #1,6410,03/10/2022,C-640-365-144,,,,956,3424,,,,
04/26/2024,03:55:05 PM,ParkWay #1,6410,03/10/2022,C-640-365-144,6.99,123.69,137,,,119,,93.6,107.28
04/17/2023,03:39:27 PM,PC#1,6721,03/15/2018,C-320-305-120,5.98,72.11,65,,,53,,48.9,60.90
04/17/2023,04:02:16 PM,PC#1,6721,03/15/2018,C-320-305-120,,,,1,3,,,,
02/02/2024,11:22:44 AM,PC#1,6721,03/15/2018,C-320-305-120,,,,0,0,,,,
02/02/2024,11:24:06 AM,PC#1,6721,03/15/2018,C-320-305-120,,,,,,,,,
02/02/2024,11:24:15 AM,PC#1,6721,03/15/2018,C-320-305-120,,,,,,,,,
02/02/2024,11:27:28 AM,PC#1,6721,03/15/2018,C-320-305-120,4.59,68.74,57,,,43,,51.1,67.64
08/15/2023,12:03:54 PM,Pfeiffer#1,6842,05/20/2022,C-320-256-100,6.03,87.78,30,,,22,,20.2,27.48
08/15/2023,12:18:09 PM,Pfeiffer#1,6842,05/20/2022,C-320-256-100,,,,83,96,,,,
01/09/2024,01:32:48 PM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,,,,4765,4765,,,,
01/18/2024,11:09:53 AM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,4.98,145.47,338,,,332,,142.9,145.30
01/18/2024,11:25:45 AM,
01/18/2024,11:25:45 AM,Pfeiffer-Byrd #1,5400,01/09/2024,C-640-365-144,,,,1024,3260,,,,
